word,selected,annotated_semantics,projected_semantics,freq_sketch,f-pref_itwac,f-pref_repubblica,f-pref_wikiconll,f-adv_itwac,f-adv_repubblica,f-adv_wikiconll
adolescenti,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
adulti,True,?,?,0,-,-,-,0,0,0
amico,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
amore,True,?,Entity#Qualification or Set of Circumstances,0,-,-,-,0,0,0
appartenenza,True,?,-,0,-,-,-,0,0,0
apprendimento,True,?,?,0,-,-,-,0,0,0
arte,True,?,Entity,0,-,-,-,0,0,0
autori,True,?,?,0,-,-,-,0,0,0
babbuina,True,?,?,0,-,-,-,0,0,0
bambine,True,?,?,0,-,-,-,0,0,0
bambini,True,-,Qualification or Set of Circumstances,0,-,-,-,0,1,0
bambino,True,-,?,0,-,-,-,0,1,0
band,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
barricadero,True,?,?,0,-,-,-,0,0,0
berlusconiani,True,?,?,0,-,-,-,0,0,0
bici,True,?,?,0,-,-,-,0,0,0
bimba,True,?,?,0,-,-,-,0,0,0
calcare,True,?,?,0,-,-,-,0,0,0
cantina,True,?,?,0,-,-,-,0,0,0
Capri,True,?,?,0,-,-,-,0,0,0
cavaliere,True,?,Job or Career,0,-,-,-,0,0,0
cinema,True,?,Place or function,0,-,-,-,0,0,0
città,True,-,Qualification or Set of Circumstances,0,-,-,-,0,1,0
cittadini,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
comunisti,True,?,Cultural or political movement#-,0,-,-,-,0,1,0
corpo,True,?,?,0,-,-,-,0,0,0
credente,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
deficienti,True,?,?,0,-,-,-,0,0,0
democratica,True,?,?,0,-,-,-,0,0,0
Direttore,True,?,?,0,-,-,-,0,0,0
elettori,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
esistenza,True,-,-,0,-,-,-,0,0,0
estate,True,?,?,0,-,-,-,0,0,0
estraneità,True,?,?,0,-,-,-,0,0,0
fascisti,True,?,Cultural or political movement,0,-,-,-,0,0,0
fidanzate,True,?,?,0,-,-,-,0,0,0
fidanzato,True,?,Kinship,0,-,-,-,0,0,0
fratello,True,?,?,0,-,-,-,0,0,0
fumo,True,?,?,0,-,-,-,0,0,0
giovane,True,-,Qualification or Set of Circumstances,0,-,-,-,0,26,7
giovani,True,-,Qualification or Set of Circumstances,0,-,-,-,0,18,0
giovanissime,True,?,?,0,-,-,-,0,0,0
giovanissimi,True,?,?,0,-,-,-,0,2,0
giovanissimo,True,?,?,0,-,-,-,0,5,2
guinness,True,?,?,0,-,-,-,0,0,0
illibatezza,True,?,?,0,-,-,-,0,0,0
imputato,True,?,?,0,-,-,-,0,0,0
incensurato,True,?,?,0,-,-,-,0,0,0
libro,True,?,Entity,0,-,-,-,0,0,0
mercati,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
Mini,True,?,?,0,-,-,-,0,0,0
moribonda,True,?,?,0,-,-,-,0,0,0
morte,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
morti,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
morto,True,?,Qualification or Set of Circumstances,0,-,-,-,0,0,0
mura,True,?,?,0,-,-,-,0,0,0
Nord,True,?,?,0,-,-,-,0,0,0
ora,True,?,?,0,-,-,-,0,0,0
originalità,True,?,?,0,-,-,-,0,0,0
outsider,True,?,?,0,-,-,-,0,0,0
