	adamo		sempre-adamo	1
	amici		sempre-amici	1
	autorità		sempre-autorità	1
	Ballo		sempre-Ballo	1
	bambine		sempre-bambine	1
	bambini		sempre-bambini	1
	cose		sempre-cose	1
	dc		sempre-dc	1
	falchi		sempre-falchi	1
	fascisti		sempre-fascisti	1
	foto		sempre-foto	1
	oca		sempre-oca	1
	papa		sempre-papa	1
	verginità		sempre-verginità	1
