	acquisto		appena-acquisto	1
	ex		appena-ex	1
	passato		appena-passato	1
	separazione		appena-separazione	1
	settembrine		appena-settembrine	1
	trapassato		appena-trapassato	1
	trentenni		appena-trentenni	1
