Officine		ex-Officine	35
officio		ex-officio	91
Olivetti		ex-Olivetti	25
operai		ex-operai	105
operaia		ex-operaia	26
operaio		ex-operaio	139
OPG		ex-OPG	49
Opg		ex-Opg	32
opificio		ex-opificio	24
oratorio		ex-oratorio	55
Oratorio		ex-Oratorio	30
ordinanza		ex-ordinanza	137
ospedale		ex-ospedale	332
Ospedale		ex-Ospedale	148
ospedali		ex-ospedali	37
ospiti		ex-ospiti	47
Pacers		ex-Pacers	25
padrone		ex-padrone	89
padroni		ex-padroni	49
paesi		ex-paesi	47
pagani		ex-pagani	25
palazzo		ex-palazzo	95
Palazzo		ex-Palazzo	57
palestra		ex-palestra	26
papa		ex-papa	47
parlamentare		ex-parlamentare	215
parlamentari		ex-parlamentari	162
parroco		ex-parroco	62
partecipanti		ex-partecipanti	38
partigiani		ex-partigiani	210
partigiano		ex-partigiano	151
partito		ex-partito	83
partner		ex-partner	482
pastore		ex-pastore	25
patron		ex-patron	26
Patto		ex-Patto	32
paziente		ex-paziente	89
pazienti		ex-pazienti	205
PCI		ex-PCI	150
Pci		ex-Pci	123
pci		ex-pci	35
PD		ex-PD	30
Pd		ex-Pd	25
PDL		ex-PDL	29
Pescheria		ex-Pescheria	26
pianeta		ex-pianeta	27
pilota		ex-pilota	414
piloti		ex-piloti	71
pirata		ex-pirata	29
pm		ex-pm	73
politici		ex-politici	58
politico		ex-politico	44
poliziotta		ex-poliziotta	38
poliziotti		ex-poliziotti	47
poliziotto		ex-poliziotto	376
polveriera		ex-polveriera	53
popolari		ex-popolari	61
portavoce		ex-portavoce	91
portiere		ex-portiere	73
porto		ex-porto	26
possessore		ex-possessore	41
post		ex-post	2815
Poste		ex-Poste	26
potenza		ex-potenza	35
potenze		ex-potenze	53
prefetto		ex-prefetto	78
premier		ex-premier	603
Premier		ex-Premier	81
preside		ex-preside	60
presidente		ex-presidente	3102
Presidente		ex-Presidente	757
presidenti		ex-presidenti	263
Presidenti		ex-Presidenti	75
prete		ex-prete	135
preti		ex-preti	48
Pretura		ex-Pretura	24
prigione		ex-prigione	33
prigionieri		ex-prigionieri	319
prigioniero		ex-prigioniero	85
prima		ex-prima	35
primario		ex-primario	29
primi		ex-primi	23
primo		ex-primo	303
Primo		ex-Primo	128
principe		ex-principe	30
principessa		ex-principessa	23
procuratore		ex-procuratore	84
prodotti		ex-prodotti	33
produttore		ex-produttore	39
prof		ex-prof	24
professionista		ex-professionista	60
professionisti		ex-professionisti	57
professo		ex-professo	24
professore		ex-professore	175
professoressa		ex-professoressa	30
promessa		ex-promessa	28
promotori		ex-promotori	100
proprietà		ex-proprietà	37
proprietari		ex-proprietari	108
proprietaria		ex-proprietaria	28
proprietario		ex-proprietario	122
prostituta		ex-prostituta	140
prostitute		ex-prostitute	56
province		ex-province	54
provincia		ex-provincia	113
Provincia		ex-Provincia	51
provinciale		ex-provinciale	24
pubblico		ex-pubblico	23
pugile		ex-pugile	183
pupillo		ex-pupillo	40
qualcosa		ex-qualcosa	42
quartiere		ex-quartiere	49
questore		ex-questore	24
radicale		ex-radicale	25
radicali		ex-radicali	26
raffineria		ex-raffineria	25
ragazza		ex-ragazza	439
ragazze		ex-ragazze	31
ragazzi		ex-ragazzi	120
ragazzo		ex-ragazzo	317
rappresentante		ex-rappresentante	25
Raptors		ex-Raptors	26
RDT		ex-RDT	29
re		ex-re	229
Re		ex-Re	40
reame		ex-reame	78
redattore		ex-redattore	32
refettorio		ex-refettorio	77
regime		ex-regime	27
regina		ex-regina	111
regno		ex-regno	101
Regno		ex-Regno	97
Repubblica		ex-Repubblica	133
repubblica		ex-repubblica	92
repubbliche		ex-repubbliche	249
Repubbliche		ex-Repubbliche	28
repubblichini		ex-repubblichini	34
residenti		ex-residenti	57
residenza		ex-residenza	84
responsabile		ex-responsabile	111
rettore		ex-rettore	79
ribelli		ex-ribelli	61
ricercatore		ex-ricercatore	43
rifugio		ex-rifugio	74
rivale		ex-rivale	57
rivali		ex-rivali	24
rivoluzionari		ex-rivoluzionari	49
Roma		ex-Roma	27
RSI		ex-RSI	30
rurali		ex-rurali	24
sacerdote		ex-sacerdote	69
sala		ex-sala	64
Salesiani		ex-Salesiani	24
Sant''Uffizio		ex-Sant''Uffizio	36
satelliti		ex-satelliti	28
scalo		ex-scalo	38
sceriffo		ex-sceriffo	33
schiava		ex-schiava	45
schiavi		ex-schiavi	309
schiavo		ex-schiavo	142
scienziato		ex-scienziato	39
scout		ex-scout	55
scuderie		ex-scuderie	80
scuola		ex-scuola	414
Scuola		ex-Scuola	40
scuole		ex-scuole	178
Scuole		ex-Scuole	25
sede		ex-sede	184
sedime		ex-sedime	63
segretari		ex-segretari	26
segretaria		ex-segretaria	56
segretario		ex-segretario	562
Segretario		ex-Segretario	108
seminario		ex-seminario	50
Seminario		ex-Seminario	25
seminarista		ex-seminarista	74
seminaristi		ex-seminaristi	34
senatore		ex-senatore	185
senatori		ex-senatori	30
senatrice		ex-senatrice	26
sergente		ex-sergente	77
Serpeverde		ex-Serpeverde	57
sessantottini		ex-sessantottini	101
sessantottino		ex-sessantottino	40
sherry		ex-sherry	213
Sherry		ex-Sherry	122
signora		ex-signora	24
sindacalista		ex-sindacalista	152
sindacalisti		ex-sindacalisti	42
sindaci		ex-sindaci	57
sindaco		ex-sindaco	1183
Sindaco		ex-Sindaco	175
singer		ex-singer	26
sinistra		ex-sinistra	112
Sisas		ex-Sisas	30
siste		ex-siste	24
sistenza		ex-sistenza	41
sistere		ex-sistere	199
Smiths		ex-Smiths	23
Snia		ex-Snia	55
soci		ex-soci	145
socialista		ex-socialista	131
socialisti		ex-socialisti	229
società		ex-società	24
socio		ex-socio	181
soldati		ex-soldati	245
soldato		ex-soldato	320
sostenitori		ex-sostenitori	30
sottosegretario		ex-sottosegretario	90
sovietica		ex-sovietica	252
sovietiche		ex-sovietiche	388
sovietici		ex-sovietici	394
sovietico		ex-sovietico	268
sovrani		ex-sovrani	30
sovrano		ex-sovrano	51
spia		ex-spia	135
spie		ex-spie	25
spogliarellista		ex-spogliarellista	30
squadra		ex-squadra	257
SS		ex-SS	52
stabilimenti		ex-stabilimenti	49
stabilimento		ex-stabilimento	111
stalinisti		ex-stalinisti	28
stalla		ex-stalla	104
star		ex-star	63
stasi		ex-stasi	24
stasis		ex-stasis	33
statale		ex-statale	77
statali		ex-statali	28
stati		ex-stati	55
Stati		ex-Stati	48
Stato		ex-Stato	38
stato		ex-stato	33
stazione		ex-stazione	249
stazioni		ex-stazioni	52
stella		ex-stella	61
strada		ex-strada	50
studente		ex-studente	384
studentessa		ex-studentessa	109
studentesse		ex-studentesse	39
studenti		ex-studenti	1244
Suns		ex-Suns	44
suocera		ex-suocera	46
suora		ex-suora	45
superiore		ex-superiore	29
sviluppatori		ex-sviluppatori	32
tastierista		ex-tastierista	38
taverniere		ex-taverniere	34
TdG		ex-TdG	61
tdg		ex-tdg	50
tdG		ex-tdG	26
team		ex-team	28
teatro		ex-teatro	33
tecnico		ex-tecnico	110
Telecom		ex-Telecom	66
tempore		ex-tempore	152
tenente		ex-tenente	56
tennista		ex-tennista	33
territori		ex-territori	37
territorio		ex-territorio	30
terrorista		ex-terrorista	142
terroristi		ex-terroristi	118
tesoriere		ex-tesoriere	47
Testimoni		ex-Testimoni	40
The		ex-The	33
titolare		ex-titolare	36
top		ex-top	29
tossici		ex-tossici	31
tossico		ex-tossico	40
tossicodipendente		ex-tossicodipendente	85
tossicodipendenti		ex-tossicodipendenti	225
tribunale		ex-tribunale	47
Tribunale		ex-Tribunale	33
tronista		ex-tronista	103
uffici		ex-uffici	34
ufficiale		ex-ufficiale	384
ufficiali		ex-ufficiali	187
ufficio		ex-ufficio	51
Unicem		ex-Unicem	35
Unione		ex-Unione	666
uomini		ex-uomini	24
uomo		ex-uomo	99
up		ex-up	24
URSS		ex-URSS	574
Urss		ex-Urss	208
USA		ex-USA	26
utente		ex-utente	55
utenti		ex-utenti	89
Varesine		ex-Varesine	68
velina		ex-velina	71
vescovo		ex-vescovo	58
vice		ex-vice	121
Vice		ex-Vice	34
vicedirettore		ex-vicedirettore	24
vicepresidente		ex-vicepresidente	164
vicesindaco		ex-vicesindaco	72
villa		ex-villa	44
Villa		ex-Villa	30
villaggio		ex-villaggio	37
vivo		ex-vivo	248
vocalist		ex-vocalist	41
voce		ex-voce	42
volontari		ex-volontari	66
voti		ex-voti	29
voto		ex-voto	3687
wrestler		ex-wrestler	37
Yugoslavia		ex-Yugoslavia	564
Zaire		ex-Zaire	66
zona		ex-zona	58
zuccherificio		ex-zuccherificio	73
Zuffo		ex-Zuffo	27
